myScore,Num. people in role,Num. transfers to role,Num. transfers from role,Total years in role,Mean years in role,Mean % career in role,Role
0.065217391304347824,1,1,1,1.5,1.5,6.5217391304347823,Head of Planning Department Foreign and Commonwealth Office
0.065217391304347824,1,1,1,1.5,1.5,6.5217391304347823,Head of Economic General and Social Services Department Colonial Office
0.065217391304347824,1,1,1,1.5,1.5,6.5217391304347823,Counsellor (External Affairs) U.K. Permanent Representation to the European Union
0.065217391304347824,1,1,1,1.5,1.5,6.5217391304347823,Adviser on Foreign Affairs to the Prime Minister and Chairman of the Joint Intelligence Committee
0.065162271805273841,2,1,2,4.0,2.0,13.032454361054768,Head of European Economic Integration Department Foreign and Commonwealth Office
0.064814814814814811,2,1,2,5.0,2.5,12.962962962962962,Senior Clerk Slave Trade Department Foreign Office
0.064102564102564097,1,1,2,2.5,2.5,12.820512820512819,Head of Central Africa Department Commonwealth Relations Office
0.063829787234042548,1,1,1,1.5,1.5,6.3829787234042552,High Commissioner to Ghana  and 1966-1968
0.063829787234042548,1,1,1,1.5,1.5,6.3829787234042552,Assistant Under-Secretary for Foreign Affairs (Western Europe and America)
0.063051702395964693,2,2,2,3.0,1.5,6.3051702395964693,Head of Economic Relations A Department Colonial Office
0.062960216313874856,5,2,5,10.5,2.1000000000000001,15.740054078468713,Head of South Asia Department Commonwealth Relations Office
0.062767094017094016,2,1,3,8.0,4.0,18.830128205128204,Counsellor (Information) Embassy U.S.A.
0.062507812484741229,8,2,9,21.0,2.625,28.128515618133555,Deputy High Commissioner Peshawar Pakistan
0.0625,1,1,1,1.5,1.5,6.25,Head of Overseas Finance Department Commonwealth Relations Office
0.0625,1,1,1,1.5,1.5,6.25,Deputy Under-Secretary for Foreign Affairs (Economic/Middle East and Americas)
0.062192874692874697,2,1,2,5.0,2.5,12.43857493857494,Head of Common Foreign and Security Policy Unit Foreign and Commonwealth Office
0.062156448202959833,2,2,2,3.0,1.5,6.2156448202959833,Deputy Under-Secretary for Foreign and Commonwealth Affairs (Asia)
0.06207297529706067,4,1,4,14.0,3.5,24.829190118824268,Counsellor and Head of Chancery Embassy Jordan
0.061805555555555558,3,1,3,9.5,3.1666666666666665,18.541666666666668,Counsellor U.K. Delegation to N.A.T.O.
0.061728395061728392,1,1,1,2.5,2.5,6.1728395061728394,Minister/Ambassador to Prussia
0.061588849487785653,3,1,3,10.5,3.5,18.476654846335698,Counsellor and Head of Chancery Embassy Syria
0.061224489795918366,1,1,1,1.5,1.5,6.1224489795918364,Second Secretary Ministry of Reconstruction
0.061224489795918366,1,1,1,1.5,1.5,6.1224489795918364,Assistant Under-Secretary for Commonwealth Affairs (Gibraltar South Atlantic Pacific and Indian Oceans)
0.061005549471032844,3,2,3,6.5,2.1666666666666665,9.1508324206549272,Head of Establishment Department Commonwealth Relations Office
0.060651627137843146,16,2,13,77.0,4.8125,39.423557639598044,Commercial Counsellor Japan
0.059999999999999998,1,1,1,1.5,1.5,6.0,Head of Raw Materials Department Commonwealth Relations Office
0.059999999999999998,1,1,1,1.5,1.5,6.0,Counsellor U.K. Delegation to the O.E.E.C.
0.059999999999999998,1,1,1,1.5,1.5,6.0,Assistant Under-Secretary for Foreign Affairs (Far East)
0.059372724997724995,4,1,4,13.0,3.25,23.749089999089996,Head of Rhodesia Department Foreign and Commonwealth Office
0.058823529411764705,1,1,1,1.5,1.5,5.8823529411764701,Head of United Nations Department Commonwealth Realtions Office
0.058823529411764705,1,1,1,1.5,1.5,5.8823529411764701,Head of European Recovery Department Foreign Office
0.058823529411764705,1,1,1,1.5,1.5,5.8823529411764701,Assistant Under-Secretary for Commonwealth Relations (Economic and Trade) )
0.058681073025335317,2,3,3,3.0,1.5,5.8681073025335317,Assistant Under-Secretary for Foreign and Commonwealth Affairs (Middle East and North Africa)
0.058543461576549813,8,2,8,25.0,3.125,23.417384630619924,Counsellor Embassy Jordan
0.057980901104603758,4,2,4,11.0,2.75,11.596180220920752,Counsellor High Commission Egypt
0.057915921288014316,2,1,2,4.0,2.0,11.583184257602863,Assistant Under-Secretary Ministry of Overseas Development
0.057878787878787884,5,2,5,12.5,2.5,14.469696969696971,Head of Information Administration Department Foreign and Commonwealth Office
0.057557596513075959,2,1,2,9.0,4.5,11.511519302615191,Secretary of Legation The Netherlands
0.056603773584905662,1,1,1,1.5,1.5,5.6603773584905666,Director Asia Foreign and Commonwealth Office
0.056603773584905662,1,1,1,1.5,1.5,5.6603773584905666,Deputy High Commisioner Canada
0.056603773584905662,1,1,1,1.5,1.5,5.6603773584905666,Deputy Controller Foreign Trade Department Foreign Office
0.055235890652557323,6,1,6,23.0,3.8333333333333335,33.141534391534393,Commercial Counsellor Iran
0.054545454545454543,1,1,1,1.5,1.5,5.4545454545454541,Secretary of Embassy (Counsellor) Austria
0.054545454545454543,1,1,1,1.5,1.5,5.4545454545454541,High Commissioner to Southern Rhodesia
0.054545454545454543,1,1,1,1.5,1.5,5.4545454545454541,Assistant Under-Secretary for Commonwealth Affairs (Asia)  (Information and Culture) 1967-1968
0.054444975655771548,12,4,12,38.0,3.1666666666666665,16.333492696731465,Counsellor and Head of Chancery High Commission India
0.054187847866419302,5,3,5,9.5,1.8999999999999999,9.0313079777365495,Head of Southern Department Foreign Office
0.05368400315208826,3,1,3,10.5,3.5,16.105200945626478,Adviser on League of Nations Affairs
0.052774859943977591,4,1,4,16.0,4.0,21.109943977591037,Counsellor U.K. Delegation to the United Nations Organizations Geneva
0.052320821080551229,3,1,3,9.5,3.1666666666666665,15.696246324165369,Economic Counsellor Italy
0.052272072828551244,7,2,7,23.5,3.3571428571428572,18.295225489992937,Counsellor and Head of Chancery Embassy South Africa
0.051724137931034482,1,1,1,1.5,1.5,5.1724137931034484,Head of Supply and Relief Department Foreign Office
0.051063950198075837,5,1,5,10.5,2.1000000000000001,25.531975099037918,Counsellor (Political) High Commission Pakistan
0.050000000000000003,1,1,1,1.5,1.5,5.0,Principal Establishment and Finance Officer Foreign Office
0.050000000000000003,1,1,1,1.5,1.5,5.0,Chairman Joint Intelligence Committee Cabinet Office
0.049180327868852458,1,1,1,1.5,1.5,4.918032786885246,Deputy Under-Secretary for Commonwealth Affairs (Political Affairs Defence Far East and Middle East)
0.049180327868852458,1,1,1,1.5,1.5,4.918032786885246,Deputy Under-Secretary for Commonwealth Affairs (Africa)
0.048596452962587716,6,2,6,18.0,3.0,14.578935888776314,Counsellor Embassy Sweden
0.04854651162790697,2,1,3,6.0,3.0,14.563953488372091,Head of European Economic Organizations Department Foreign Office
0.047493376386819011,4,2,4,8.0,2.0,9.4986752773638017,Head of Defence Department Commonwealth Relations Office
0.047104092835800158,3,1,3,8.5,2.8333333333333335,14.131227850740046,Counsellor Legation Iran
0.046926910299003324,2,1,2,4.0,2.0,9.3853820598006656,Principal Private Secretary to the Secretary of State for Commonwealth Affairs
0.04629532941133907,9,2,9,23.5,2.6111111111111112,20.832898235102583,Head of Information Policy Department Foreign Office
0.046212121212121211,3,1,3,7.5,2.5,13.863636363636363,Head of North East Asia and Pacific Department Foreign and Commonwealth Office
0.046003962756507762,10,2,9,25.0,2.5,20.701783240428494,Counsellor Embassy U.S.S.R.
0.045454545454545456,2,1,2,4.0,2.0,9.0909090909090917,Head of Defence and Western Department Commonwealth Relations Office
0.044836956521739121,4,1,4,10.0,2.5,17.934782608695649,Head of Common Foreign and Security Policy Department Foreign and Commonwealth Office
0.044776119402985072,1,1,1,1.5,1.5,4.4776119402985071,Minister to U.S.A.
0.044645971398674572,2,1,2,5.0,2.5,8.9291942797349151,Head of West Indies B Department Colonial Office
0.044188070178440154,17,1,12,55.5,3.2647058823529411,53.025684214128191,Deputy High Commissioner Trinidad and Tobago
0.044117647058823532,1,1,1,1.5,1.5,4.4117647058823533,Head of Hong Kong and General Department Foreign and Commonwealth Office
0.043478260869565216,1,1,1,1.5,1.5,4.3478260869565215,Secretary of Embassy Prussia
0.043259803921568626,2,1,2,4.0,2.0,8.6519607843137258,Head of Financial Policy and Aid Department Foreign and Commonwealth Office
0.042329093799682041,2,1,2,3.0,1.5,8.4658187599364076,Ambassador to North Vietnam
0.042253521126760563,1,1,1,1.5,1.5,4.225352112676056,Assistant Under-Secretary for Commonwealth Relations (Far East and Defence)
0.041666666666666664,2,2,2,3.0,1.5,4.1666666666666661,Secretary of Legation Belgium  (did not proceed)
0.041619498373530635,12,2,12,35.0,2.9166666666666665,24.971699024118379,Commercial Counsellor Poland
0.041122504385245097,6,2,6,14.0,2.3333333333333335,12.336751315573528,Head of Central Department Foreign Office
0.040540540540540543,1,1,1,1.5,1.5,4.0540540540540544,Ambassador to Russia  (did not proceed)
0.040324706148356169,16,2,15,75.0,4.6875,30.243529611267128,Secretary of Legation Mexico
0.039004302835516043,4,1,4,11.0,2.75,15.601721134206418,Economic Counsellor France
0.038109082640332644,8,1,8,24.0,3.0,30.487266112266116,Counsellor and Head of Chancery Embassy Ethiopia
0.037697517140622201,13,3,13,36.5,2.8076923076923075,16.335590760936288,Counsellor and Head of Chancery Embassy U.S.S.R.
0.037659385810447969,3,1,3,6.5,2.1666666666666665,11.297815743134391,Head of European Union (Bilateral) Department Foreign and Commonwealth Office
0.036848958333333334,4,1,4,9.0,2.25,14.739583333333334,Counsellor Embassy Lebanon
0.036748153806977338,5,1,5,14.5,2.8999999999999999,18.374076903488671,Counsellor and Head of Chancery Embassy China
0.035357856443215409,3,1,3,8.5,2.8333333333333335,10.607356932964622,Head of International Relations A Department Colonial Office
0.0342660118184792,6,1,6,24.0,4.0,20.559607091087521,Economic Counsellor Japan
0.031429379901366315,3,1,3,4.5,1.5,9.4288139704098946,Head of Far East Department Commonwealth Relations Office
0.031107479711262688,7,1,7,25.5,3.6428571428571428,21.775235797883884,Commercial Counsellor Saudi Arabia
0.029154401052378993,8,1,8,18.0,2.25,23.323520841903196,Consul-General Hanoi
0.026268380946175979,14,1,12,46.0,3.2857142857142856,31.522057135411174,Deputy High Commissioner Zambia
0.023748839748839751,5,1,5,12.5,2.5,11.874419874419875,Principal Private Secretary to the Secretary of State for the Dominions
0.020874523105572789,3,1,3,4.5,1.5,6.2623569316718362,Head of United Nations (Economic and Social) Department and Refugee Department Foreign Office
0.015849054075526333,13,1,13,49.5,3.8076923076923075,20.603770298184234,Secretary of Legation China
0.014099222779778337,9,1,10,22.5,2.5,14.099222779778337,Head of South-East Asia Department Foreign Office
0.0,18,0,6,21.0,1.1666666666666667,81.761063011063001,Deputy Legal Adviser Foreign and Commonwealth Office
0.0,14,0,13,73.0,5.2142857142857144,31.616276118983532,Secretary of Legation Persia
0.0,11,0,2,25.5,2.3181818181818183,85.583103764921944,Counsellor Legation Afghanistan
0.0,10,0,6,37.0,3.7000000000000002,62.276007099861083,Consul-General Bilbao
0.0,8,0,8,26.0,3.25,23.785875679258034,Counsellor and Head of Chancery Embassy Japan
0.0,8,0,6,25.0,3.125,49.795223405454138,Counsellor and Deputy Head of Mission Poland
0.0,7,0,7,17.5,2.5,10.896552724435406,Principal Private Secretary to the Secretary of State for Commonwealth Relations
0.0,7,0,6,23.5,3.3571428571428572,29.5682422476089,Counsellor and Head of Chancery Embassy Czechoslovakia
0.0,7,0,3,24.5,3.5,73.302721088435376,Ambassador to Belarus
0.0,6,0,6,23.0,3.8333333333333335,19.69579320404792,Head of Personnel Department Foreign Office
0.0,6,0,6,21.0,3.5,39.73317805383023,Counsellor and Deputy Head of Mission Romania
0.0,6,0,6,17.0,2.8333333333333335,35.585585585585584,Commercial Counsellor Kuwait
0.0,6,0,6,15.0,2.5,16.746058579218932,Counsellor Legation China
0.0,6,0,5,22.0,3.6666666666666665,61.105222869928753,Counsellor and Deputy Head of Mission Oman
0.0,5,0,6,15.5,3.1000000000000001,15.498788700008213,Political Agent Dubai
0.0,5,0,6,13.5,2.7000000000000002,35.311484593837541,Commercial Counsellor Nigeria
0.0,5,0,5,20.5,4.0999999999999996,22.668800894332808,Counsellor and Head of Chancery Embassy Pakistan
0.0,5,0,5,14.5,2.8999999999999999,16.024080034123074,Deputy High Commissioner Sierra Leone
0.0,5,0,4,26.5,5.2999999999999998,39.021103896103895,Head of the News Department Foreign Office
0.0,5,0,4,13.5,2.7000000000000002,39.4703888522738,Counsellor and Head of Chancery Embassy Sudan
0.0,5,0,3,18.5,3.7000000000000002,59.129713423831063,Deputy High Commissioner Guyana
0.0,5,0,1,59.5,11.9,93.571428571428569,Consul-General Constantinople
0.0,5,0,1,38.5,7.7000000000000002,84.285714285714292,Head of Communications Department Foreign Office
0.0,4,0,4,15.0,3.75,40.070564516129032,Deputy High Commissioner Mauritius
0.0,4,0,4,13.0,3.25,22.922619047619047,Counsellor and Head of Chancery Embassy Algeria
0.0,4,0,4,12.0,3.0,35.349264705882355,Counsellor (Political) Embassy Russia
0.0,4,0,4,12.0,3.0,18.918839126559714,Counsellor and Head of Chancery Embassy Hungary
0.0,4,0,4,12.0,3.0,11.608112717274707,Principal Private Secretary to the Colonial Secretary
0.0,4,0,4,11.0,2.75,13.868108218897316,Counsellor Embassy Saudi Arabia
0.0,4,0,3,28.0,7.0,52.470930232558146,Consul-General Le Havre
0.0,4,0,3,12.0,3.0,34.471778221778223,Political Agent Qatar
0.0,4,0,3,10.0,2.5,36.744505494505489,Counsellor Embassy Persia
0.0,4,0,2,13.0,3.25,59.394409937888206,Ambassador to Rwanda and Burundi
0.0,4,0,2,10.0,2.5,100.0,Counsellor and Deputy Head of Mission Libya
0.0,4,0,1,24.0,6.0,100.0,Head of Finance Department Foreign Office
0.0,4,0,1,24.0,6.0,100.0,Consul-General Kobe
0.0,4,0,1,18.0,4.5,78.90625,Minister Resident Haiti
0.0,3,0,3,36.5,12.166666666666666,53.398809523809518,Second Legal Adviser Foreign Office
0.0,3,0,3,26.5,8.8333333333333339,48.371166865790521,Head of the Consular Department Foreign Office
0.0,3,0,3,11.5,3.8333333333333335,24.081861508270254,U.K. Representative to the International Atomic Energy Agency
0.0,3,0,3,9.5,3.1666666666666665,40.555555555555564,Ambassador to Togo
0.0,3,0,3,8.5,2.8333333333333335,23.011363636363637,Economic and Commercial Counsellor Libya
0.0,3,0,3,8.5,2.8333333333333335,22.506117071334462,Commercial Counsellor German Democratic Republic
0.0,3,0,3,8.5,2.8333333333333335,19.97474747474747,Counsellor and Head of Chancery Legation China
0.0,3,0,3,8.5,2.8333333333333335,19.835984446800992,Head of Information Services Department Foreign Office
0.0,3,0,3,6.5,2.1666666666666665,21.780303030303031,Head of Management Consultancy and Inspection Department Foreign and Commonwealth Office
0.0,3,0,3,6.5,2.1666666666666665,18.880952380952383,Head of Commonwealth Liaison Department Foreign Office
0.0,3,0,3,5.5,1.8333333333333333,9.7147023972290576,Head of Far East Information Department Foreign Office
0.0,3,0,2,30.5,10.166666666666666,68.485793485793479,Senior Clerk French Department Foreign Office
0.0,3,0,2,17.5,5.833333333333333,62.908496732026144,Secretary of Legation Austria
0.0,3,0,2,14.5,4.833333333333333,58.452570217276104,Minister to the Dominican Republic
0.0,3,0,2,10.5,3.5,50.793650793650805,Consul-General Dubai United Arab Emirates
0.0,3,0,2,8.5,2.8333333333333335,58.166666666666664,Counsellor Legation Persia
0.0,3,0,1,32.5,10.833333333333334,86.507936507936506,Superintendent of the Treaty Department Foreign Office
0.0,3,0,1,20.5,6.833333333333333,70.833333333333343,Senior Clerk Foreign Office
0.0,3,0,1,18.5,6.166666666666667,93.137254901960773,High Commissioner to Kiribati
0.0,3,0,1,16.5,5.5,100.0,Minister to Nepal
0.0,2,0,3,8.0,4.0,41.203703703703702,Senior Clerk American and Asiatic Department Foreign Office
0.0,2,0,2,15.0,7.5,48.229166666666664,Deputy Legal Adviser Foreign Office
0.0,2,0,2,10.0,5.0,44.618055555555557,Economic and Commercial Counsellor Denmark
0.0,2,0,2,10.0,5.0,28.36879432624113,Political Secretary High Commission South Africa
0.0,2,0,2,9.0,4.5,76.470588235294116,Counsellor (Political Economic and Public Affairs) Embassy U.S.A.
0.0,2,0,2,9.0,4.5,64.285714285714292,Joint High Commissioner to Zambia
0.0,2,0,2,9.0,4.5,31.666666666666664,Counsellor (Political) U.K. Delegation to N.A.T.O.
0.0,2,0,2,9.0,4.5,24.004267425320059,Counsellor (Technology) Embassy France
0.0,2,0,2,9.0,4.5,20.247724974721944,Financial Counsellor Embassy France
0.0,2,0,2,8.0,4.0,70.588235294117638,Head of Information Services Department Commonwealth Relations Office
0.0,2,0,2,8.0,4.0,32.878787878787882,Head of South American Department Foreign Office
0.0,2,0,2,8.0,4.0,25.527009222661402,Acting Senior Clerk Eastern Department Foreign Office
0.0,2,0,2,8.0,4.0,25.453629032258064,Commissioner Anguilla
0.0,2,0,2,8.0,4.0,23.099662162162161,Assistant Director (Personnel Policy) Foreign and Commonwealth Office
0.0,2,0,2,8.0,4.0,14.10377358490566,Private Secretary to the Secretary of State for the Colonies
0.0,2,0,2,7.0,3.5,42.857142857142854,Counsellor (Political and Economic) Embassy Venezuela
0.0,2,0,2,7.0,3.5,41.666666666666671,Counsellor British Delegation to the Disarmament Conference
0.0,2,0,2,7.0,3.5,37.916666666666664,Head of Cultural Exchange Department Foreign and Commonwealth Office
0.0,2,0,2,7.0,3.5,31.874999999999996,Counsellor ( Economic and Social) U.K. Delegation to the United Nations Organization New York
0.0,2,0,2,7.0,3.5,24.294117647058826,Head of Human Rights Policy Department Foreign and Commonwealth Office
0.0,2,0,2,7.0,3.5,22.068965517241381,Political Adviser Middle East Command
0.0,2,0,2,7.0,3.5,21.842105263157897,Counsellor and Deputy Head U.K. Delegation to the European Communities
0.0,2,0,2,7.0,3.5,14.900362318840582,Principal Private Secretary to the Chancellor of the Exchequer
0.0,2,0,2,6.0,3.0,39.254385964912281,Counsellor and Head of Chancery Embassy Romania
0.0,2,0,2,6.0,3.0,38.157894736842103,Deputy High Commissioner Brisbane Australia
0.0,2,0,2,6.0,3.0,37.231182795698928,Head of North and East Africa Department Foreign Office
0.0,2,0,2,6.0,3.0,27.162162162162161,Counsellor and Head of Chancery Embassy Thailand
0.0,2,0,2,6.0,3.0,19.558189655172413,Counsellor High Commission Kenya
0.0,2,0,2,6.0,3.0,19.256756756756758,Counsellor and Head of Chancery Embassy Chile
0.0,2,0,2,6.0,3.0,16.117216117216117,Head of Far Eastern Department Foreign Office
0.0,2,0,2,6.0,3.0,15.282392026578073,Director Joint Export Promotion Foreign and Commonwealth Office
0.0,2,0,2,5.0,2.5,41.666666666666664,Head of Energy and Climate Change Department Foreign and Commonwealth Office
0.0,2,0,2,5.0,2.5,37.5,Consul-General Lubumbashi
0.0,2,0,2,5.0,2.5,20.9375,Counsellor (Political) Embassy South Korea
0.0,2,0,2,5.0,2.5,18.661518661518663,Counsellor and Head of Chancery Embassy Zaire
0.0,2,0,2,5.0,2.5,17.755681818181817,Commercial Counsellor Czechoslovakia
0.0,2,0,2,5.0,2.5,15.685328185328185,Head of the French Department Foreign Office
0.0,2,0,2,5.0,2.5,14.087301587301587,Counsellor and Head of Chancery U.K. Delegation to the United Nations Organizations Geneva
0.0,2,0,2,5.0,2.5,12.43857493857494,Counsellor and Head of Chancery Embassy Kuwait
0.0,2,0,2,5.0,2.5,11.779379157427938,Head of Planning Staff Foreign Office
0.0,2,0,2,5.0,2.5,11.684782608695651,Head of European Integration (External) Department Foreign and Commonwealth Office
0.0,2,0,2,4.0,2.0,100.0,Minister and Director-General U.K. Trade and Investment China
0.0,2,0,2,4.0,2.0,26.833333333333332,Head of Oil Department Foreign and Commonwealth Office
0.0,2,0,2,4.0,2.0,18.955512572533848,Principal Private Secretary to the Secretary of State for the Colonies
0.0,2,0,2,4.0,2.0,12.948717948717951,Counsellor and Head of Chancery Embassy Libya
0.0,2,0,2,4.0,2.0,12.350230414746544,Head of Narcotics Control and Aids Department Foreign and Commonwealth Office
0.0,2,0,2,4.0,2.0,8.3333333333333339,Head of German Commercial Relations and Industry Department Foreign Office
0.0,2,0,2,3.0,1.5,15.760869565217392,Acting Senior Clerk Western Department Foreign Office
0.0,2,0,2,3.0,1.5,10.535714285714286,Counsellor Legation Syria
0.0,2,0,2,3.0,1.5,8.3639031548055751,Secretary of Legation China  (did not proceed)
0.0,2,0,2,3.0,1.5,7.6059050064184843,Deputy Political Representative Japan
0.0,2,0,1,58.0,29.0,76.898734177215189,Secretary of Legation Saxony
0.0,2,0,1,21.0,10.5,70.454545454545453,Senior Clerk Russian and Turkish Department Foreign Office
0.0,2,0,1,19.0,9.5,61.29032258064516,Agent and Consul-General Serbia
0.0,2,0,1,8.0,4.0,100.0,Minister to Haiti
0.0,2,0,1,8.0,4.0,100.0,Ambassador to Micronesia Marshall Islands and Palau
0.0,2,0,1,8.0,4.0,78.125,Deputy High Commissioner Adelaide Australia
0.0,2,0,1,7.0,3.5,100.0,Deputy Head of Mission Romania
0.0,2,0,1,7.0,3.5,100.0,Counsellor (Economic and Social Affairs) U.K. Delegation to the U.N.O. New York
0.0,2,0,1,7.0,3.5,100.0,Ambassador to Senegal Mali Guinea Bissau and Cape Verde
0.0,2,0,1,7.0,3.5,79.166666666666671,Counsellor High Commission Pakistan
0.0,2,0,1,6.0,3.0,100.0,Joint Ambassador to Armenia
0.0,2,0,1,6.0,3.0,67.857142857142861,Minister to Liberia
0.0,2,0,1,6.0,3.0,60.227272727272727,Counsellor High Commission Turkey
0.0,2,0,1,5.0,2.5,79.166666666666671,Consul-General Adelaide Australia
0.0,2,0,1,5.0,2.5,69.444444444444443,Head of Nationality Treaty and Claims Department Foreign and Commonwealth Office
0.0,2,0,1,5.0,2.5,62.5,Ambassador to East Timor
0.0,2,0,1,5.0,2.5,58.928571428571431,Economic Counsellor Iran
0.0,2,0,1,-5.0,-2.5,62.5,Minister to Paraguay
0.0,1,0,2,3.5,3.5,26.923076923076923,Consul-General Addis Ababa
0.0,1,0,1,103.5,103.5,88.085106382978722,Political Adviser and Head of Chancery British Military Government Berlin
0.0,1,0,1,101.5,101.5,95.754716981132077,Consul-General Beirut  (did not proceed)
0.0,1,0,1,30.5,30.5,100.0,Charge d’Affaires/Minister Resident/Minister to Morocco
0.0,1,0,1,29.5,29.5,100.0,Senior Clerk  and Superintendant of Consular Department Foreign Office 1826-1851
0.0,1,0,1,24.5,24.5,100.0,Superintendent of Treaty Department Foreign Office
0.0,1,0,1,23.5,23.5,100.0,Senior Clerk Foreign Office  and Superintendent of Slave Trade Department 1824-1845
0.0,1,0,1,20.5,20.5,100.0,Legal Adviser Colonial Office  and Dominions Office 1925-1931
0.0,1,0,1,18.5,18.5,88.095238095238088,Senior Clerk Foreign Office  and Senior Clerk Slave Trade Department Foreign Office 1851-1857
0.0,1,0,1,18.5,18.5,74.0,Senior Clerk Foreign Office  and Senior Clerk Slave Trade Department 1845-1851
0.0,1,0,1,16.5,16.5,100.0,Legal Adviser to the Foreign Office
0.0,1,0,1,14.5,14.5,100.0,Legal Adviser to Colonial Office and Dominions/Commonwealth Relations Office
0.0,1,0,1,13.5,13.5,37.5,Charge d’Affaires/Minister Resident Haiti
0.0,1,0,1,12.5,12.5,100.0,Head of Overseas Estate Department
0.0,1,0,1,12.5,12.5,89.285714285714292,Secretary of Legation the Two Sicilies
0.0,1,0,1,12.5,12.5,65.789473684210535,Minister Resident/Minister to Panama
0.0,1,0,1,11.5,11.5,100.0,Charge d’Affaires Persia
0.0,1,0,1,11.5,11.5,100.0,Charge d’Affaires New Granada (Colombia)
0.0,1,0,1,10.5,10.5,100.0,Senior Clerk Foreign Office  and Superintendent of the Treaty Department 1813-1834
0.0,1,0,1,10.5,10.5,100.0,Consul-General Istabul
0.0,1,0,1,10.5,10.5,87.5,Legal Adviser India Office
0.0,1,0,1,10.5,10.5,65.625,Assistant Under-Secretary for Commonwealth Relations and Director of Establishments and Organization)
0.0,1,0,1,10.5,10.5,46.666666666666664,Joint Secretary Financial Department India Office
0.0,1,0,1,10.5,10.5,42.0,Consul-General/Minister Resident Korea
0.0,1,0,1,9.5,9.5,100.0,Agent and Consul-General/Minister Ethiopia
0.0,1,0,1,9.5,9.5,70.370370370370367,Head of International Relations/International Relations and General Department Colonial Office
0.0,1,0,1,9.5,9.5,54.285714285714285,Head of the Far Eastern Department Foreign Office
0.0,1,0,1,8.5,8.5,68.0,Counsellor (Commercial) China
0.0,1,0,1,8.5,8.5,56.666666666666664,Senior Clerk Spanish and Latin America Department Foreign Office
0.0,1,0,1,8.5,8.5,53.125,Scretary of Legation U.S.A.
0.0,1,0,1,8.5,8.5,45.945945945945951,Consul-General/Minister Resident Cuba
0.0,1,0,1,7.5,7.5,100.0,Minister/Ambassador to Nepal
0.0,1,0,1,7.5,7.5,75.0,Secretary of Embassy (Counsellor) Russia
0.0,1,0,1,7.5,7.5,68.181818181818173,Head of West Indies B Department Colonial/Commonwealth Office
0.0,1,0,1,7.5,7.5,41.666666666666671,Secretary of Legation Colombia
0.0,1,0,1,7.5,7.5,37.5,Permanent Secretary Ministry of Agriculture and Fisheries
0.0,1,0,1,7.5,7.5,22.727272727272727,Senior Clerk and Superintendant of Treaty Department Foreign Office
0.0,1,0,1,6.5,6.5,100.0,Secretary of Legation Piedmont-Sardinia
0.0,1,0,1,6.5,6.5,100.0,Minister/Ambassador to Liberia
0.0,1,0,1,6.5,6.5,100.0,Counsellor Embassy to Poland
0.0,1,0,1,6.5,6.5,100.0,Chief Executive Foreign and Commonwealth Office Services
0.0,1,0,1,6.5,6.5,81.25,Secretary of Legation/Embassy Turkey
0.0,1,0,1,6.5,6.5,52.0,Legal Adviser Colonial Office
0.0,1,0,1,6.5,6.5,39.393939393939391,Counsellor (Congressional) Embassy U.S.A.
0.0,1,0,1,6.5,6.5,36.111111111111107,Governor of Jamaica
0.0,1,0,1,6.5,6.5,34.210526315789473,Counsellor U.K. Mission to the United Nations Organizations Geneva
0.0,1,0,1,6.5,6.5,28.260869565217391,Head of Middle East Department Colonial Office
0.0,1,0,1,5.5,5.5,100.0,Secretary of Embassy Persia
0.0,1,0,1,5.5,5.5,100.0,Political Agent/Ambassador Qaatar
0.0,1,0,1,5.5,5.5,100.0,Permanent Representative to the European Free Trade Association
0.0,1,0,1,5.5,5.5,100.0,Minister/Counsellor South Korea
0.0,1,0,1,5.5,5.5,100.0,Minister to the Philippines
0.0,1,0,1,5.5,5.5,100.0,Director/Chief Executive General Services Foreign and Commonwealth Office
0.0,1,0,1,5.5,5.5,100.0,Director of Finance Foreign and Commonwealth Office
0.0,1,0,1,5.5,5.5,100.0,Deputy Permanent Representative (Economic Affairs) United Nations Organizations Geneva
0.0,1,0,1,5.5,5.5,100.0,Deputy High Commissioner/Consul-General Auckland
0.0,1,0,1,5.5,5.5,100.0,Counsellor and Head of Chancery Peru
0.0,1,0,1,5.5,5.5,100.0,Counsellor (Financial/Financial and Commercial) Embassy France
0.0,1,0,1,5.5,5.5,100.0,Counsellor (Commercial) and Director U.K. Trade and and Investment Japan
0.0,1,0,1,5.5,5.5,100.0,Charge d’Affaires/Ambassador to Laos
0.0,1,0,1,5.5,5.5,100.0,Ambassador to Senegal Cape Verde Guinea Bissau and Mali
0.0,1,0,1,5.5,5.5,78.571428571428569,Secretary of Embassy (Counsellor) Japan  and Secretary of Legation Argentina 1914-1915
0.0,1,0,1,5.5,5.5,78.571428571428569,Counsellor and Senior Inspector/Reviewer Foreign and Commonwealth Offices
0.0,1,0,1,5.5,5.5,68.75,Counsellor (Administration) U.K. Delegation to the United Nations Organization
0.0,1,0,1,5.5,5.5,61.111111111111114,Minister to Jordan
0.0,1,0,1,5.5,5.5,61.111111111111114,Head of Services Planning and Resource/General Services Management Department/Resource Management Group Foreign and Commonwealth Office
0.0,1,0,1,5.5,5.5,61.111111111111114,Counsellor and Deputy Head of Mission Yugoslavia/Serbia
0.0,1,0,1,5.5,5.5,61.111111111111114,Counsellor (Trade) and Director U.K. Trade and Investment France
